1 	 591.525764 	 505.082481
1 	 591.606999 	 505.517397
1 	 592.939122 	 517.047475
1 	 593.968493 	 516.924207
1 	 594.028290 	 527.482329
1 	 594.075752 	 529.637245
1 	 592.821753 	 538.862200
1 	 593.501751 	 540.007783
1 	 594.082555 	 555.038619
1 	 591.938510 	 556.481464
1 	 581.988395 	 566.099284
1 	 588.343580 	 565.449331
1 	 586.113895 	 583.749072
1 	 579.228791 	 574.626482
1 	 573.142285 	 587.467348
1 	 573.545643 	 598.941643
1 	 563.611864 	 601.718365
1 	 556.840834 	 604.035068
1 	 553.485409 	 612.207984
1 	 553.820510 	 619.993446
1 	 543.920641 	 626.627480
1 	 533.851075 	 631.813058
1 	 527.589513 	 624.317634
1 	 532.695965 	 643.921464
1 	 516.588796 	 651.528928
1 	 506.287683 	 657.699502
1 	 503.352524 	 643.180481
1 	 499.604947 	 650.323676
1 	 478.932606 	 639.092564
1 	 476.929930 	 651.391042
1 	 441.556166 	 661.694731
1 	 437.135098 	 647.373001
1 	 430.604992 	 653.431615
1 	 437.960420 	 646.113583
1 	 425.656353 	 633.574547
1 	 400.399066 	 641.145684
1 	 395.167925 	 630.671268
1 	 396.713877 	 642.369164
1 	 383.692236 	 628.600758
1 	 361.338804 	 617.756538
1 	 371.537918 	 622.132803
1 	 362.331149 	 604.439310
1 	 327.994711 	 608.647549
1 	 336.012722 	 608.767985
1 	 294.681190 	 611.224887
1 	 304.395653 	 570.466469
1 	 296.160147 	 563.047118
1 	 298.254878 	 557.283409
1 	 310.069545 	 525.539687
1 	 282.779005 	 533.639831
1 	 275.533320 	 504.548376
1 	 283.576676 	 516.603592
1 	 239.222894 	 478.252889
1 	 252.691528 	 509.451974
1 	 252.362247 	 440.369813
1 	 238.505613 	 461.613494
1 	 264.025543 	 433.384489
1 	 241.779553 	 429.139480
1 	 262.406681 	 406.053759
1 	 245.495993 	 393.438483
1 	 262.836812 	 378.265318
1 	 254.606604 	 361.347551
1 	 291.803380 	 337.560501
1 	 275.668250 	 347.893114
1 	 267.769324 	 317.731592
1 	 278.864555 	 297.516785
1 	 284.031487 	 275.528028
1 	 320.647905 	 252.576459
1 	 345.866443 	 207.163720
1 	 349.778074 	 215.812586
1 	 381.755934 	 185.463797
1 	 344.367940 	 207.197006
1 	 392.102643 	 177.580789
1 	 427.111487 	 175.854622
1 	 442.813986 	 177.140457
1 	 412.116592 	 149.640647
1 	 482.203920 	 137.132754
1 	 455.817674 	 112.994512
1 	 512.594665 	 99.413559
1 	 480.631502 	 150.186532
1 	 560.974206 	 134.441399
1 	 572.177391 	 83.160899
1 	 590.405998 	 109.796085
1 	 600.745446 	 116.412973
1 	 663.204113 	 128.266073
1 	 656.489702 	 142.399533
1 	 716.023934 	 140.707870
1 	 715.521860 	 92.623753
2 	 408.748949 	 494.898911
2 	 408.799913 	 494.516169
2 	 406.339269 	 482.663397
2 	 407.014690 	 483.403876
2 	 407.834061 	 471.039117
2 	 405.292826 	 470.377521
2 	 406.856178 	 459.910236
2 	 408.386678 	 456.329801
2 	 406.332734 	 444.407607
2 	 407.893997 	 445.517501
2 	 414.959919 	 431.946826
2 	 412.524920 	 434.141004
2 	 422.973989 	 420.623039
2 	 422.040685 	 410.188915
2 	 421.871923 	 407.135436
2 	 433.613134 	 410.860512
2 	 437.207807 	 396.736403
2 	 436.701520 	 388.089489
2 	 440.352533 	 384.080386
2 	 447.066702 	 397.135854
2 	 468.671283 	 368.445412
2 	 471.502749 	 378.063790
2 	 478.124308 	 366.028978
2 	 484.870058 	 373.837932
2 	 488.929139 	 341.246434
2 	 482.833786 	 360.924449
2 	 494.502918 	 354.609253
2 	 498.386380 	 349.714999
2 	 539.461586 	 356.221084
2 	 523.570589 	 350.617861
2 	 550.267914 	 345.141786
2 	 545.015292 	 354.366161
2 	 566.807048 	 356.360449
2 	 563.649863 	 338.681678
2 	 577.854568 	 345.394055
2 	 576.718423 	 364.243015
2 	 613.553852 	 349.694273
2 	 585.519117 	 358.682621
2 	 615.784832 	 375.803184
2 	 618.899437 	 366.358213
2 	 648.678143 	 385.779167
2 	 639.637513 	 379.572533
2 	 661.736432 	 398.345835
2 	 659.034718 	 386.998897
2 	 684.612540 	 405.087875
2 	 687.569126 	 413.885425
2 	 697.569811 	 455.844689
2 	 702.194050 	 443.700796
2 	 718.264890 	 468.829452
2 	 714.947787 	 452.991083
2 	 713.637434 	 485.591291
2 	 726.426690 	 480.726814
2 	 726.729108 	 532.937620
2 	 742.459973 	 508.259155
2 	 741.977432 	 522.237233
2 	 749.813082 	 530.393856
2 	 773.530065 	 585.349976
2 	 737.310112 	 558.838390
2 	 786.383562 	 605.470859
2 	 752.396940 	 583.806639
2 	 732.282641 	 643.612532
2 	 710.351129 	 636.310315
2 	 742.769874 	 657.341529
2 	 698.511836 	 668.745153
2 	 714.393440 	 694.233223
2 	 721.240747 	 739.829078
2 	 693.704761 	 768.808032
2 	 705.001599 	 713.653862
2 	 662.052365 	 762.285201
2 	 675.575905 	 763.981373
2 	 638.248940 	 779.960009
2 	 635.008152 	 791.859922
2 	 605.650333 	 823.153824
2 	 635.232467 	 807.531987
2 	 552.524567 	 822.833431
2 	 569.577521 	 796.200302
2 	 502.188388 	 874.986923
2 	 560.788473 	 886.758325
2 	 490.574842 	 871.764797
2 	 482.474932 	 887.541138
2 	 434.664182 	 859.452197
2 	 422.140903 	 879.512869
2 	 410.651695 	 856.582280
2 	 415.070491 	 874.298461
2 	 366.713547 	 905.859610
2 	 370.179927 	 867.185488
2 	 290.080029 	 907.044932
2 	 307.296432 	 886.772459
